symbol,name,currency,exchange,type
LET.H,Letho Resources Corp.,CAD,TSXV,Common Stock
LFC.PR.,Left Field Capital Corp.,CAD,TSXV,Common Stock
LFST,Lifeist Wellness Inc.,CAD,TSXV,Common Stock
LG,Lahontan Gold Corp,CAD,TSXV,Common Stock
LGC,Lavras Gold Corp.,CAD,TSXV,Common Stock
LGN,Logan Energy Corp.,CAD,TSXV,Common Stock
LI,American Lithium Corp.,CAD,TSXV,Common Stock
LIB,LibertyStream Infrastructure Partners Inc.,CAD,TSXV,Common Stock
LIFT,Li-Ft Power Ltd.,CAD,TSXV,Common Stock
LILL.PR.,Little Fish Acquisition I Corp.,CAD,TSXV,Common Stock
LIO,Lion One Metals Limited,CAD,TSXV,Common Stock
LIS,Lithium South Development Corporation,CAD,TSXV,Common Stock
LIT,Argentina Lithium & Energy Corp.,CAD,TSXV,Common Stock
LITH,Lithium Chile Inc.,CAD,TSXV,Common Stock
LITT,FutureGen Industries Corp,CAD,TSXV,Common Stock
LKY,Lucky Minerals Inc.,CAD,TSXV,Common Stock
LL,Canada Rare Earth Corp.,CAD,TSXV,Common Stock
LLG,Mason Resources Inc.,CAD,TSXV,Common Stock
LME,Laurion Mineral Exploration Inc.,CAD,TSXV,Common Stock
LMG,Lincoln Gold Mining Inc.,CAD,TSXV,Common Stock
LMN,Lumine Group Inc.,CAD,TSXV,Common Stock
LMR,Lomiko Metals Inc.,CAD,TSXV,Common Stock
LMS,Latin Metals Inc.,CAD,TSXV,Common Stock
LNGE,LNG Energy Group Corp.,CAD,TSXV,Common Stock
LOD,Lode Gold Resources Inc.,CAD,TSXV,Common Stock
LONE,BLACK SPRUCE EXPLORATION INC,CAD,TSXV,Common Stock
LORD,St. James Gold Corp.,CAD,TSXV,Common Stock
LOT,Tomagold Corp,CAD,TSXV,Common Stock
LOVE,Cannara Biotech Inc.,CAD,TSXV,Common Stock
LPK,Lupaka Gold Corp.,CAD,TSXV,Common Stock
LPS,Legend Power Systems Inc.,CAD,TSXV,Common Stock
LQWD,Lqwd Technologies Corp.,CAD,TSXV,Common Stock
LRA,Lara Exploration Ltd.,CAD,TSXV,Common Stock
LRC.H,Lovitt Resources Inc.,CAD,TSXV,Common Stock
LSC.PR.,LOMBARD STREET CAPITAL CORP,CAD,TSXV,Common Stock
LSD.H,Lightspeed Discoveries Inc.,CAD,TSXV,Common Stock
LSL,Lsl Pharma Group Inc.,CAD,TSXV,Common Stock
LSTR,Lodestar Metals Corp.,CAD,TSXV,Common Stock
LTC,Lotus Creek Exploration Inc.,CAD,TSXV,Common Stock
LTE,Ironman International Ltd.,CAD,TSXV,Common Stock
LTH,Lithium Ionic Corp.,CAD,TSXV,Common Stock
LTV,Leonovus Inc.,CAD,TSXV,Common Stock
LTX,Labrador Resources Inc.,CAD,TSXV,Common Stock
LUCA,Luca Mining Corp,CAD,TSXV,Common Stock
LUNR,LunR Royalties Corp.,CAD,TSXV,Common Stock
LUXR,Luxor Metals Ltd.,CAD,TSXV,Common Stock
LVG,Lake Victoria Gold Ltd.,CAD,TSXV,Common Stock
LVX,Leviathan Metals Corp.,CAD,TSXV,Common Stock
LWR,Lake Winn Resources Corp.,CAD,TSXV,Common Stock
LX.H,Lincoln Ventures Ltd.,CAD,TSXV,Common Stock
LXM,Lux Metals Corp.,CAD,TSXV,Common Stock
MAGA.H,Patriot Resources Corp.,CAD,TSXV,Common Stock
MAH,Marksmen Energy Inc.,CAD,TSXV,Common Stock
MAI,Minera Alamos Inc.,CAD,TSXV,Common Stock
MAND.PR.,Mandeville Ventures Inc.,CAD,TSXV,Common Stock
MAN.PR.,Mandala Capital Inc.,CAD,TSXV,Common Stock
MAP,Maple Peak Investments Inc.,CAD,TSXV,Common Stock
MAPS,Prostar Holdings Inc.,CAD,TSXV,Common Stock
MARV,Marvel Discovery Corp.,CAD,TSXV,Common Stock
MASS,Masivo Capital Corp,CAD,TSXV,Common Stock
MATA,Matador Technologies Inc.,CAD,TSXV,Common Stock
MATE,Blockmate Ventures Inc.,CAD,TSXV,Common Stock
MAX,Max Resource Corp.,CAD,TSXV,Common Stock
MAZ.H,Mazarin Inc.,CAD,TSXV,Common Stock
MBI.H,Many Bright Ideas Technologies Inc.,CAD,TSXV,Common Stock
MBO,Mobio Technologies Inc.,CAD,TSXV,Common Stock
MCA.H,Milner Consolidated Silver Mines Ltd.,CAD,TSXV,Common Stock
MCC,Morocco Strategic Minerals Corporation,CAD,TSXV,Common Stock
MCCP.PR.,MCCP.PR.,CAD,TSXV,Common Stock
MCF,MCF Energy Ltd.,CAD,TSXV,Common Stock
MCI,Minnova Corp,CAD,TSXV,Common Stock
MCM.A,Matachewan Consolidated Mines Limited,CAD,TSXV,Common Stock
MCS,McChip Resources Inc.,CAD,TSXV,Common Stock
MCT.PR.,M3 CAPITAL CORP,CAD,TSXV,Common Stock
MCU.H,Mega Copper Ltd.,CAD,TSXV,Common Stock
MCX,MCX Technologies Corp,CAD,TSXV,Common Stock
MD,Midland Exploration Inc.,CAD,TSXV,Common Stock
MDK.PR.,MDK Acquisition Inc.,CAD,TSXV,Common Stock
MDM,Madoro Metals Corp,CAD,TSXV,Common Stock
MDX,MedX Health Corp,CAD,TSXV,Common Stock
MEED.PR.,Meed Growth Corp.,CAD,TSXV,Preferred Stock
MEGO.PR.,Amego Capital Corp.,CAD,TSXV,Common Stock
MEK,Metals Creek Resources Corp.,CAD,TSXV,Common Stock
MENE,Mene Inc.,CAD,TSXV,Common Stock
MERG,Metal Energy Corp.,CAD,TSXV,Common Stock
MET,Metalore Resources Ltd.,CAD,TSXV,Common Stock
MEX,Mexican Gold Mining Corp.,CAD,TSXV,Common Stock
MFA.PR.,Mayfair Acquisition Corporation,CAD,TSXV,Common Stock
MFG,Mayfair Gold Corp.,CAD,TSXV,Common Stock
MGG,Minaurum Silver Inc.,CAD,TSXV,Common Stock
MGI,Magnum Goldcorp Inc. Common Stock,CAD,TSXV,Common Stock
MGM,Maple Gold Mines Ltd.,CAD,TSXV,Common Stock
MGMA,Magma Silver Corp.,CAD,TSXV,Common Stock
MGRO,MustGrow Biologics Corp.,CAD,TSXV,Common Stock
MHI,Gold Strategy Inc.,CAD,TSXV,Common Stock
MHUB,Minehub Technologies Inc.,CAD,TSXV,Common Stock
MIM,MiMedia Holdings Inc.,CAD,TSXV,Common Stock
MINE,Inomin Mines Inc.,CAD,TSXV,Common Stock
MINK,Mink Ventures Corporation,CAD,TSXV,Common Stock
MIR,MedMira Inc.,CAD,TSXV,Common Stock
MIT,The Mint Corporation,CAD,TSXV,Common Stock
MIVO,Miivo Holdings Corp.,CAD,TSXV,Common Stock
MIZA.PR.,Miza III Ventures Inc.,CAD,TSXV,Common Stock
MJS,Majestic Gold Corp.,CAD,TSXV,Common Stock
MKA,Mkango Resources Ltd.,CAD,TSXV,Common Stock
MKO,Mako Mining Corp,CAD,TSXV,Common Stock
MKR,Melkior Resources Inc.,CAD,TSXV,Common Stock
MKT,DeepMarkit Corp.,CAD,TSXV,Common Stock
MLO,Metalero Mining Corp,CAD,TSXV,Common Stock
MLP,Millennial Potash Corp.,CAD,TSXV,Common Stock
MLY,Multi Metal Development Ltd.,CAD,TSXV,Common Stock
MMA,Midnight Sun Mining Corp.,CAD,TSXV,Common Stock
MMG,Metallic Minerals Corp.,CAD,TSXV,Common Stock
MMM,Minco Capital Corp,CAD,TSXV,Common Stock
MMN,Monarca Minerals Inc.,CAD,TSXV,Common Stock
MMY,Monument Mining Ltd.,CAD,TSXV,Common Stock
MN,Manganese X Energy Corp.,CAD,TSXV,Common Stock
MNC,Magnetic North Acquisition Corp.,CAD,TSXV,Common Stock
MNLX,Miniluxe Holding Corp.,CAD,TSXV,Common Stock
MNRG,Monumental Energy Corp.,CAD,TSXV,Common Stock
MOG,Mogotes Metals Inc.,CAD,TSXV,Common Stock
MON,Montero Mining & Exploration Ltd.,CAD,TSXV,Common Stock
MONA.PR.,Monarch West Ventures Inc.,CAD,TSXV,Common Stock
MONT,Montfort Capital Corp.,CAD,TSXV,Common Stock
MONT.PR.A,Montfort Capital Corp.,CAD,TSXV,Common Stock
MONY.PR.,Harmony Acquisitions Corp.,CAD,TSXV,Preferred Stock
MOO,Moon River Moly Ltd.,CAD,TSXV,Common Stock
MOON,Blue Moon Metals Inc.,CAD,TSXV,Common Stock
MOX,Morien Resources Corp.,CAD,TSXV,Common Stock
MPH,Medicure Inc.,CAD,TSXV,Common Stock
MPTH.H,Mapath Capital Corp,CAD,TSXV,Common Stock
MPV.PR.,Matchpoint Ventures Corp.,CAD,TSXV,Common Stock
MQM,MetalQuest Mining Inc.,CAD,TSXV,Common Stock
MRKI.PR.,"Meraki Acquisition One, Inc.",CAD,TSXV,Common Stock
MRVL,Marvel Biosciences Corp.,CAD,TSXV,Common Stock
MRZ,Mirasol Resources Ltd.,CAD,TSXV,Common Stock
MRZL,Mont Royal Resources Limited,CAD,TSXV,Common Stock
MSC,Millennium Silver Corp.,CAD,TSXV,Common Stock
MSG,Mithril Silver and Gold Limited,CAD,TSXV,Common Stock
MSP,Global Power Solutions Corp.,CAD,TSXV,Common Stock
MSR,Minsud Resources Corp,CAD,TSXV,Common Stock
MT,M3 Metals Corp.,CAD,TSXV,Common Stock
MTA,Metalla Royalty & Streaming Ltd.,CAD,TSXV,Common Stock
MTH,Mammoth Resources Corp.,CAD,TSXV,Common Stock
MTLO,Martello Technologies Group Inc.,CAD,TSXV,Common Stock
MTN.H,Martina Minerals Corp.,CAD,TSXV,Common Stock
MTS,Metallis Resources Inc.,CAD,TSXV,Common Stock
MTT,Magna Terra Minerals Inc.,CAD,TSXV,Common Stock
MTX,Metalex Ventures Ltd.,CAD,TSXV,Common Stock
MUN,Mundoro Capital Inc.,CAD,TSXV,Common Stock
MUR,Murchison Minerals Ltd.,CAD,TSXV,Common Stock
MUSH,The Good Shroom Co Inc.,CAD,TSXV,Common Stock
MUST.H,Must Capital Inc.,CAD,TSXV,Common Stock
MVD.H,Mega View Digital Entertainment Corp.,CAD,TSXV,Common Stock
MVI.H,Monitor Ventures Inc.,CAD,TSXV,Common Stock
MVM.H,MillenMin Ventures Inc.,CAD,TSXV,Common Stock
MXL.H,MX Gold Corp.,CAD,TSXV,Common Stock
MYID,Reklaim Ltd.,CAD,TSXV,Common Stock
NAM,New Age Metals Inc.,CAD,TSXV,Common Stock
NAQ.PR.,Navigator Acquisition Corp.,CAD,TSXV,Common Stock
NAR,North Arrow Minerals Inc.,CAD,TSXV,Common Stock
NAU,Nevgold Corp,CAD,TSXV,Common Stock
NAV,Navco Pharmaceuticals Inc.,CAD,TSXV,Common Stock
NBLC,Nobel Resources Corp.,CAD,TSXV,Common Stock
NBM,NEO Battery Materials Ltd.,CAD,TSXV,Common Stock
NBVA,Nubeva Technologies Ltd.,CAD,TSXV,Common Stock
NBY,Niobay Metals Inc.,CAD,TSXV,Common Stock
NCAU,Newcore Gold Ltd.,CAD,TSXV,Common Stock
NCI,NTG CLARITY NETWORKS INC 1NZ Common Stock,CAD,TSXV,Common Stock
NCP,Nickel Creek Platinum Corp.,CAD,TSXV,Common Stock
NCX,Northisle Copper & Gold Inc.,CAD,TSXV,Common Stock
NDA,Neptune Digital Assets Corp.,CAD,TSXV,Common Stock
NED,New Destiny Mining Corp.,CAD,TSXV,Common Stock
NER.H,Newmac Resources Inc.,CAD,TSXV,Common Stock
NET.UN,Canadian Net Real Estate Investment Trust,CAD,TSXV,REIT
NEV,Nevada Sunrise Metals Corp.,CAD,TSXV,Common Stock
NEW.H,New Target Mining Corp.,CAD,TSXV,Common Stock
NEWU,Newtopia Inc.,CAD,TSXV,Common Stock
NEXE,Nexe Innovations Inc.,CAD,TSXV,Common Stock
NEXG,NeXGold Mining Corp.,CAD,TSXV,Common Stock
NEXM,NexMetals Mining Corp. Common Stock,CAD,TSXV,Common Stock
NEXM.WT,NEXM.WT,CAD,TSXV,Common Stock
NFD.A,Northfield Capital Corporation Class A Shares,CAD,TSXV,Common Stock
NFG,New Found Gold Corp.,CAD,TSXV,Common Stock
NGC,Northern Graphite Corporation,CAD,TSXV,Common Stock
NGEN,NervGen Pharma Corp.,CAD,TSXV,Common Stock
NGMD,NuGen Medical Devices Inc.,CAD,TSXV,Common Stock
NGY,Nexera Energy Inc.,CAD,TSXV,Common Stock
NHHH,FuelPositive Corp,CAD,TSXV,Common Stock
NICN,Nican Ltd.,CAD,TSXV,Common Stock
NICU,Magna Mining Inc.,CAD,TSXV,Common Stock
NILI,Surge Battery Metals Inc.,CAD,TSXV,Common Stock
NIM,Nicola Mining Inc.,CAD,TSXV,Common Stock
NIO,Nio Strategic Metals Inc.,CAD,TSXV,Common Stock
NIR.H,Noble Iron Inc.,CAD,TSXV,Common Stock
NKG,Nevada King Gold Corp,CAD,TSXV,Common Stock
NKL,Nickel 28 Capital Corp.,CAD,TSXV,Common Stock
NKW.H,Oceanic Wind Energy Inc.,CAD,TSXV,Common Stock
NL,Northern Lion Gold Corp.,CAD,TSXV,Common Stock
NLH,Nova Leap Health Corp,CAD,TSXV,Common Stock
NLII.PR.,NL2 Capital Inc,CAD,TSXV,Common Stock
NMC,Nuvau Minerals Inc.,CAD,TSXV,Common Stock
NMG.H,Noble Metal Group Incorporated,CAD,TSXV,Common Stock
NMI,Namibia Critical Metals Inc.,CAD,TSXV,Common Stock
NNX,Nickel North Exploration Corp.,CAD,TSXV,Common Stock
NOAL,Noa Lithium Brines Inc.,CAD,TSXV,Common Stock
NOB,Noble Mineral Exploration Inc.,CAD,TSXV,Common Stock
NOBL,Noble Plains Uranium Corp.,CAD,TSXV,Common Stock
NOVA,EraNova Metals Inc.,CAD,TSXV,Common Stock
NOW,NowVertical Group Inc.,CAD,TSXV,Common Stock
NPR,North Peak Resources Ltd.,CAD,TSXV,Common Stock
NPTH,NeuPath Health Inc.,CAD,TSXV,Common Stock
NRC,Nations Royalty Corp.,CAD,TSXV,Common Stock
NRM,Noram Lithium Corp.,CAD,TSXV,Common Stock
NRN,Northern Shield Resources Inc.,CAD,TSXV,Common Stock
NRX,NurExone Biologic Inc.,CAD,TSXV,Common Stock
NSCI,Nanalysis Scientific Corp.,CAD,TSXV,Common Stock
NSE,New Stratus Energy Inc.,CAD,TSXV,Common Stock
NSU,North Shore Uranium Ltd.,CAD,TSXV,Common Stock
NTB,New Tymbal Resources Ltd.,CAD,TSXV,Common Stock
NTE,Network Media Group Inc.,CAD,TSXV,Common Stock
NTH,Nord Precious Metals Mining Inc.,CAD,TSXV,Common Stock
NTLX,NeuroThera Labs Inc.,CAD,TSXV,Common Stock
NTX,Neoterrex Minerals Inc.,CAD,TSXV,Common Stock
NUG,NuLegacy Gold Corporation,CAD,TSXV,Common Stock
NU.H,NeutriSci International Inc.,CAD,TSXV,Common Stock
NURS,Hydreight Technologies Inc.,CAD,TSXV,Common Stock
NVI,Novra Technologies Inc.,CAD,TSXV,Common Stock
NVLH,Nevada Lithium Resources Inc.,CAD,TSXV,Common Stock
NVN.PR.,NAVION CAPITAL II INC,CAD,TSXV,Common Stock
NVT,Nortec Minerals Corp.,CAD,TSXV,Common Stock
NVX,Nv Gold Corp,CAD,TSXV,Common Stock
NWST,Northwest Copper Corp.,CAD,TSXV,Common Stock
NWX,Newport Exploration Ltd.,CAD,TSXV,Common Stock
NXG,NexgenRx Inc.,CAD,TSXV,Common Stock
NXH,Next Hydrogen Solutions Inc.,CAD,TSXV,Common Stock
NXLV,NexLiving Communities Inc.,CAD,TSXV,Common Stock
NXO,NexOptic Technology Corp.,CAD,TSXV,Common Stock
NXS,Nexus Gold Corp. Class A Common Stock,CAD,TSXV,Common Stock
NZ,New Zealand Energy Corp,CAD,TSXV,Common Stock
NZN,Nevada Zinc Corporation,CAD,TSXV,Common Stock
NZP,Chatham Rock Phosphate Limited,CAD,TSXV,Common Stock
OAC.PR.,OA CAPITAL CORP,CAD,TSXV,Common Stock
OAM,OverActive Media Corp.,CAD,TSXV,Common Stock
OBUL,One Bullion Limited,CAD,TSXV,Common Stock
OC,Olive Resource Capital Inc.,CAD,TSXV,Common Stock
OCAP.PR.,Ocean Shore Capital Corp.,CAD,TSXV,Common Stock
OCG,Outcrop Silver & Gold Corporation,CAD,TSXV,Common Stock
OCI,Orecap Invest Corp.,CAD,TSXV,Common Stock
OCO,Oroco Resource Corp.,CAD,TSXV,Common Stock
OCO.WT,OCO.WT,CAD,TSXV,Common Stock
ODD,Odd Burger Corporation,CAD,TSXV,Common Stock
ODV,Osisko Development Corp.,CAD,TSXV,Common Stock
ODV.WTV,ODV.WTV,USD,TSXV,Common Stock
ODX.H,Odyssey Resources Ltd.,CAD,TSXV,Common Stock
OEC.H,Oracle Energy Corp.,CAD,TSXV,Common Stock
OEG.H,ONEnergy Inc.,CAD,TSXV,Common Stock
OGN,Orogen Royalties Inc.,CAD,TSXV,Common Stock
OGO,Organto Foods Inc.,CAD,TSXV,Common Stock
OKAI,Evokai Creative Labs Inc.,CAD,TSXV,Common Stock
OLV,Olivut Resources Ltd.,CAD,TSXV,Common Stock
OMG,Omai Gold Mines Corp.,CAD,TSXV,Common Stock
OMI,Orosur Mining Inc.,CAD,TSXV,Common Stock
OML,Omni-Lite Industries Canada Inc.,CAD,TSXV,Common Stock
OMM,Omineca Mining and Metals Ltd.,CAD,TSXV,Common Stock
OMR.H,Ord Mountain Resources Corp.,CAD,TSXV,Common Stock
ONAU,Ongold Resources Ltd.,CAD,TSXV,Common Stock
ONE,01 Quantum Inc.,CAD,TSXV,Common Stock
ONV.H,Oronova Energy Inc.,CAD,TSXV,Common Stock
ONYX,Onyx Gold Corp.,CAD,TSXV,Common Stock
OOR,Opus One Gold Corp.,CAD,TSXV,Common Stock
OPEN.PR.,OpenSesame Acquisition Corp.,CAD,TSXV,Common Stock
OPHR,Ophir Metals Corporation,CAD,TSXV,Common Stock
OPTG,Optegra Ventures Inc.,CAD,TSXV,Common Stock
OPW,Opawica Explorations Inc.,CAD,TSXV,Common Stock
ORC.A,Orca Exploration Group Inc.,CAD,TSXV,Common Stock
ORC.B,Orca Energy Group Inc.,CAD,TSXV,Common Stock
ORCL,Oracle Commodity Holding Corporation,CAD,TSXV,Common Stock
ORS,Orestone Mining Corp.,CAD,TSXV,Common Stock
OTC,Ocumetics Technology Corp.,CAD,TSXV,Common Stock
OTGO.H,O2Gold Inc.,CAD,TSXV,Common Stock
OTS.H,Optimus Gold Corp.,CAD,TSXV,Common Stock
OVL.H,Olivier Ventures Inc.,CAD,TSXV,Common Stock
OVT,Oculus Inc.,CAD,TSXV,Common Stock
OWN,Rex Resources Corp.,CAD,TSXV,Common Stock
OYL,Cgx Energy Inc.,CAD,TSXV,Common Stock
OZ,Valkea Resources Corp,CAD,TSXV,Common Stock
PA,Palamina Corp,CAD,TSXV,Common Stock
PALI,Palisades Goldcorp Ltd.,CAD,TSXV,Common Stock
PALS,Paragon Advanced Labs Inc.,CAD,TSXV,Common Stock
PANO.PR.,Panorama Capital Corp.,CAD,TSXV,Preferred Stock
PAR.H,Parent Capital Corp.,CAD,TSXV,Common Stock
PAT,Patterson Metals Corp.,CAD,TSXV,Common Stock
PAV.H,Pacific Arc Resources Ltd.,CAD,TSXV,Common Stock
PBM,Pacific Bay Minerals Ltd.,CAD,TSXV,Common Stock
PCAA.PR.,PC 1 Corp.,CAD,TSXV,Common Stock
PCLO,PharmaCielo Ltd.,CAD,TSXV,Common Stock
PCP.PR.,Pender Street Capital Corp.,CAD,TSXV,Common Stock
PCQ,Petrolympic Ltd.,CAD,TSXV,Common Stock
PCRX,Pharmacorp Rx Inc.,CAD,TSXV,Common Stock
PCU,Pecoy Copper Corp.,CAD,TSXV,Common Stock
PDQ,Paradigm Gold Corporation,CAD,TSXV,Common Stock
PDVN.PR.,PARDUS VENTURES INC,CAD,TSXV,Common Stock
PE,Pure Energy Minerals Ltd.,CAD,TSXV,Common Stock
PEAK,Sun Peak Metals Corp.,CAD,TSXV,Common Stock
PEC.H,Peak Discovery Capital Ltd.,CAD,TSXV,Common Stock
PEGA,Pegasus Resources Inc.,CAD,TSXV,Common Stock
PEI,Prospera Energy Inc.,CAD,TSXV,Common Stock
PER,Peruvian Metals Corp.,CAD,TSXV,Common Stock
PERU,Chakana Copper Corp.,CAD,TSXV,Common Stock
PESO,Pesorama Inc.,CAD,TSXV,Common Stock
PEX,Pacific Ridge Exploration Ltd.,CAD,TSXV,Common Stock
PEZM.H,PEZM Gold Inc.,CAD,TSXV,Common Stock
PFC,PetroFrontier Corp,CAD,TSXV,Common Stock
PGC,Plato Gold Corp.,CAD,TSXV,Common Stock
PGDC,Patagonia Gold Corp Common Stock,CAD,TSXV,Common Stock
PGE,Stillwater Critical Minerals Inc.,CAD,TSXV,Common Stock
PGLD,P2 Gold Inc.,CAD,TSXV,Common Stock
PGP,Power Group Projects Corp.,CAD,TSXV,Common Stock
PGX,Prosper Gold Corp.,CAD,TSXV,Common Stock
PGZ,Pan Global Resources Inc.,CAD,TSXV,Common Stock
PHA,Premier Health of America Inc.,CAD,TSXV,Common Stock
PHD,Providence Gold Mines Inc.,CAD,TSXV,Common Stock
PHNM,Phenom Resources Corp.,CAD,TSXV,Common Stock
PINK,Perimeter Medical Imaging AI Inc.,CAD,TSXV,Common Stock
PINN,Pinnacle Silver and Gold Corp.,CAD,TSXV,Common Stock
PJX,Pjx Resources Inc.,CAD,TSXV,Common Stock
PKT,Parkit Enterprise Inc.,CAD,TSXV,Common Stock
PLA,Edge Copper Corporation,CAD,TSXV,Common Stock
PLAN,Progressive Planet Solutions Inc.,CAD,TSXV,Common Stock
PLO.H,Paloma Resources Inc.,CAD,TSXV,Common Stock
PLSR,Pulsar Helium Inc.,CAD,TSXV,Common Stock
PLUR,Plurilock Security Inc.,CAD,TSXV,Common Stock
PLXX.PR.,Planet X II Capital Corp.,CAD,TSXV,Common Stock
PLY,Playfair Mining Ltd.,CAD,TSXV,Common Stock
PMI,Perseverance Metals Inc.,CAD,TSXV,Common Stock
PML,Panoro Minerals Ltd.,CAD,TSXV,Common Stock
PMX,ProAm Explorations Corporation,CAD,TSXV,Common Stock
PNG,Kraken Robotics Inc.,CAD,TSXV,Common Stock
PNN,Pambili Natural Resources Corporation,CAD,TSXV,Common Stock
PNPN,Power Metallic Mines Inc.,CAD,TSXV,Common Stock
PNTI.PR.,Pentagon I Capital Corp.,CAD,TSXV,Common Stock
PNTR,Pantera Silver Corp.,CAD,TSXV,Common Stock
POC.PR.,POCML 7 Inc.,CAD,TSXV,Common Stock
POND,Pond Technologies Holdings Inc.,CAD,TSXV,Common Stock
POOL,Pool Safe Inc.,CAD,TSXV,Common Stock
POR,Portofino Resources Inc.,CAD,TSXV,Common Stock
PPM,Pacific Imperial Mines Inc.,CAD,TSXV,Common Stock
PPP,Prospector Metals Corp,CAD,TSXV,Common Stock
PPX,PPX Mining Corp.,CAD,TSXV,Common Stock
PRG,Precipitate Gold Corp.,CAD,TSXV,Common Stock
PRH,Pearl River Holdings Ltd.,CAD,TSXV,Common Stock
PRS.H,Prism Resources Inc.,CAD,TSXV,Common Stock
PTC,Petrox Resources Corp.,CAD,TSXV,Common Stock
PTE,Pioneering Technology Corp.,CAD,TSXV,Common Stock
PTEC,Principal Technologies Inc.,CAD,TSXV,Common Stock
PTFY,Plantify Foods Inc.,CAD,TSXV,Common Stock
PTP.H,Petrichor Energy Inc.,CAD,TSXV,Common Stock
PTU,Purepoint Uranium Group Inc.,CAD,TSXV,Common Stock
PTX,Ptx Metals Inc.,CAD,TSXV,Common Stock
PUL,Pulse Oil Corp.,CAD,TSXV,Common Stock
PUMA,Puma Exploration Inc.,CAD,TSXV,Common Stock
PUR,Premier American Uranium Inc.,CAD,TSXV,Common Stock
PVF.PR.U,PARTNERS VALUE INVESTMENTS SERI,USD,TSXV,Common Stock
PVIS,Parvis Invest Inc.,CAD,TSXV,Common Stock
PVT,Pivotree Inc.,CAD,TSXV,Common Stock
PWER,Global Power Solutions Corp.,CAD,TSXV,Common Stock
PWH,PureWave Hydrogen Corp.,CAD,TSXV,Common Stock
PWIK.PR.,Prestwick Capital Corporation Limited,CAD,TSXV,Common Stock
PWM,Power Metals Corp.,CAD,TSXV,Common Stock
PWRO,Power One Resources Corp.,CAD,TSXV,Common Stock
PX,Pelangio Exploration Inc.,CAD,TSXV,Common Stock
QCX,Qcx Gold Corp.,CAD,TSXV,Common Stock
QGR,Q-Gold Resources Ltd.,CAD,TSXV,Common Stock
QMC,QMC Quantum Minerals Corp.,CAD,TSXV,Common Stock
QNC,Quantum eMotion Corp.,CAD,TSXV,Common Stock
QPT,Quest Pharmatech Inc.,CAD,TSXV,Common Stock
QRO,Quadro Resources Ltd.,CAD,TSXV,Common Stock
QST,Questor Technology Inc.,CAD,TSXV,Common Stock
QTWO,Q2 Metals Corp.,CAD,TSXV,Common Stock
QURI,Quri-Mayu Developments Ltd.,CAD,TSXV,Common Stock
QYOU,QYOU Media Inc.,CAD,TSXV,Common Stock
QZM,Quartz Mountain Resources Ltd.,CAD,TSXV,Common Stock
RAC.PR.,Riverwalk Acquisition Corp.,CAD,TSXV,Common Stock
RAGE,Renegade Gold Inc.,CAD,TSXV,Common Stock
RAK,Rackla Metals Inc.,CAD,TSXV,Common Stock
RAMP,Ramp Metals Inc.,CAD,TSXV,Common Stock
RARE,Tactical Resources Corp.,CAD,TSXV,Common Stock
RBX,Robex Resources Inc.,CAD,TSXV,Common Stock
RBZ,Arya Resources Ltd.,CAD,TSXV,Common Stock
RCK,Rock Tech Lithium Inc.,CAD,TSXV,Common Stock
RCR.PR.,Canna 8 Investment Trust,CAD,TSXV,Preferred Stock
RCT,Rochester Resources Ltd.,CAD,TSXV,Common Stock
RDG,Ridgeline Minerals Corp.,CAD,TSXV,Common Stock
RDS,Radisson Mining Resources Inc.,CAD,TSXV,Common Stock
RDU,RADIUS GOLD INC COM NPV,CAD,TSXV,Common Stock
RE,RE Royalties Ltd.,CAD,TSXV,Common Stock
REBL.PR.,Genesis Acquisition Corp.,CAD,TSXV,Preferred Stock
REC,Record Resources Inc.,CAD,TSXV,Common Stock
RECO,Reconnaissance Energy Africa Ltd.,CAD,TSXV,Common Stock
RECO.WTB,RECO.WTB,CAD,TSXV,Common Stock
REE,ReeXploration Inc.,CAD,TSXV,Common Stock
REG,Regulus Resources Inc.,CAD,TSXV,Common Stock
REKO,Reko International Group Inc.,CAD,TSXV,Common Stock
RENT.PR.,Shine Box Capital Corp.,CAD,TSXV,Common Stock
RES,Auric Resources Corp.,CAD,TSXV,Common Stock
RET,Reitmans (Canada) Ltd.,CAD,TSXV,Common Stock
RET.A,Reitmans (Canada) Limited,CAD,TSXV,Common Stock
REVO,RevoluGroup Canada Inc.,CAD,TSXV,Common Stock
REVV,Revolve Renewable Power Corp,CAD,TSXV,Common Stock
REVX,REV Exploration Corp.,CAD,TSXV,Common Stock
REX,Orex Minerals Inc.,CAD,TSXV,Common Stock
RFX,Reeflex Solutions Inc.,CAD,TSXV,Common Stock
RG,Romios Gold Resources Inc.,CAD,TSXV,Common Stock
RGC,Relevant Gold Corp.,CAD,TSXV,Common Stock
RGI,Reco International Group Inc.,CAD,TSXV,Common Stock
RGM.H,Remington Resources Inc.,CAD,TSXV,Common Stock
RHT,Reliq Health Technologies Inc.,CAD,TSXV,Common Stock
RII.H,Richco Investors Inc. Class A Common Stock,CAD,TSXV,Common Stock
RII.K,Richco Investors Inc.,CAD,TSXV,Common Stock
RIWI,Riwicorp Inc.,CAD,TSXV,Common Stock
RJX.A,RJK Explorations Ltd. Class A Common Shares,CAD,TSXV,Common Stock
RK,Rockhaven Resources Ltd.,CAD,TSXV,Common Stock
RKR,Rokmaster Resources Corp.,CAD,TSXV,Common Stock
