symbol,name,currency,exchange,type
DTWO,D2 Lithium Corp.,CAD,TSXV,Common Stock
DUR.PR.,Daura Capital Corp.,CAD,TSXV,Common Stock
DV,Dolly Varden Silver Corporation,CAD,TSXV,Common Stock
DVX.PR.,Drummond Ventures Corp.,CAD,TSXV,Preferred Stock
DWS,Diamond Estates Wines & Spirits Inc.,CAD,TSXV,Common Stock
DYG,Dynasty Gold Corp,CAD,TSXV,Common Stock
EAM,East Africa Metals Inc.,CAD,TSXV,Common Stock
EAU,Engineer Gold Mines Ltd.,CAD,TSXV,Common Stock
EBCD.PR.,Eureka Capital Corp.,CAD,TSXV,Common Stock
EBM,Eastwood Bio-Medical Canada Inc.,CAD,TSXV,Common Stock
ECAP.PR.,Endurance Capital Corp.,CAD,TSXV,Common Stock
ECCF.PR.,ECC Ventures 4 Corp.,CAD,TSXV,Common Stock
ECCV.PR.,ECC Ventures 5 Corp.,CAD,TSXV,Common Stock
ECM,Ecolomondo Corporation,CAD,TSXV,Common Stock
ECOM,Emerge Commerce Ltd.,CAD,TSXV,Common Stock
ECR,Cartier Resources Inc.,CAD,TSXV,Common Stock
ECU,Element 29 Resources Inc.,CAD,TSXV,Common Stock
EDCU,Edge Copper Corporation,CAD,TSXV,Common Stock
EDDY,Edison Lithium Corp.,CAD,TSXV,Common Stock
EDG,Endurance Gold Corporation,CAD,TSXV,Common Stock
EDM,Edm Resources Inc.,CAD,TSXV,Common Stock
EDW.H,Edgewater Exploration Ltd.,CAD,TSXV,Common Stock
EDY,Eddy Smart Home Solutions Ltd.,CAD,TSXV,Common Stock
EESH.PR.,Aneesh Capital Corp.,CAD,TSXV,Common Stock
EFF,1844 Resources Inc.,CAD,TSXV,Common Stock
EFV,Ef Energyfunders Ventures Inc.,CAD,TSXV,Common Stock
EGM,Engold Mines Ltd.,CAD,TSXV,Common Stock
EGR,Egr Exploration Ltd.,CAD,TSXV,Common Stock
EGT,"Eguana Technologies, Inc.",CAD,TSXV,Common Stock
EIRE.PR.,MONAGHAN CAPITAL FUND LTD,CAD,TSXV,Common Stock
EKG,Cardiocomm Solutions Inc.,CAD,TSXV,Common Stock
ELBM,Electra Battery Materials Corporation,CAD,TSXV,Common Stock
ELC,Elysee Development Corp.,CAD,TSXV,Common Stock
ELE,Elemental Royalty Corporation,CAD,TSXV,Common Stock
ELEC,Electric Royalties Ltd.,CAD,TSXV,Common Stock
ELL,Everybody Loves Languages Co.,CAD,TSXV,Common Stock
ELM,Element Lifestyle Retirement Inc.,CAD,TSXV,Common Stock
ELXR,Elixxer Ltd.,CAD,TSXV,Common Stock
ELXR.H,Elixxer Ltd.,CAD,TSXV,Common Stock
ELY,Electrum Discovery Corp,CAD,TSXV,Common Stock
EML,Electric Metals USA Ltd.,CAD,TSXV,Common Stock
EMM,Giyani Metals Corp.,CAD,TSXV,Common Stock
EMN,Euro Manganese Inc.,CAD,TSXV,Common Stock
EMNT,Eminent Gold Corp,CAD,TSXV,Common Stock
EMO,Emerita Resources Corp.,CAD,TSXV,Common Stock
EMPR,Empress Royalty Corp.,CAD,TSXV,Common Stock
EMR,Emergent Metals Corporation,CAD,TSXV,Common Stock
ENA,Enablence Technologies Inc.,CAD,TSXV,Common Stock
ENDR,Enduro Metals Corp.,CAD,TSXV,Common Stock
ENEV,Enerev5 Metals Inc.,CAD,TSXV,Common Stock
ENRG,New Energy Metals Corp.,CAD,TSXV,Common Stock
ENW,EnWave Corporation,CAD,TSXV,Common Stock
EOG,Eco Atlantic Oil & Gas Ltd.,CAD,TSXV,Common Stock
EON,Eon Lithium Corp.,CAD,TSXV,Common Stock
EOX,Euromax Resources Ltd.,CAD,TSXV,Common Stock
EPF,Everyday People Financial Corporation,CAD,TSXV,Common Stock
EPL,Eagle Plains Resources Ltd.,CAD,TSXV,Common Stock
EPO.H,Encanto Potash Corp.,CAD,TSXV,Common Stock
EQ,EQ Inc.,CAD,TSXV,Common Stock
EQTY,Equity Metals Corporation,CAD,TSXV,Common Stock
ERA,Elcora Advanced Materials Corp.,CAD,TSXV,Common Stock
ESAF,Syntholene Energy Corp.,CAD,TSXV,Common Stock
ESBL,Eshbal Functional Food Inc.,CAD,TSXV,Common Stock
ESE,Ese Entertainment Inc.,CAD,TSXV,Common Stock
ESK,Eskay Mining Corp.,CAD,TSXV,Common Stock
ESPN,Hispania Resources Inc.,CAD,TSXV,Common Stock
ESXR,Essex Resources Corp.,CAD,TSXV,Common Stock
ETF,Eastfield Resources Ltd.,CAD,TSXV,Common Stock
ETL,E3 Lithium Ltd.,CAD,TSXV,Common Stock
ETL.WT,ETL.WT,CAD,TSXV,Common Stock
ETU,E2Gold Inc.,CAD,TSXV,Common Stock
EU,Encore Energy Corp,CAD,TSXV,Common Stock
EVGN,Evergen Infrastructure Corp,CAD,TSXV,Common Stock
EVI,Eastport Critical Metals Corp.,CAD,TSXV,Common Stock
EVMT,Evome Medical Technologies Inc.,CAD,TSXV,Common Stock
EVNI,Ev Nickel Inc.,CAD,TSXV,Common Stock
EVOC.PR.,Evocati Capital Resources Inc.,CAD,TSXV,Common Stock
EVX,Canadian Goldfields Discovery Corp.,CAD,TSXV,Common Stock
EW,East West Minerals Ltd,CAD,TSXV,Common Stock
EWK,Earthworks Industries Inc.,CAD,TSXV,Common Stock
EXCL,Excalibur Metals Corp.,CAD,TSXV,Common Stock
EXG,ExGen Resources Inc.,CAD,TSXV,Common Stock
EXN,Excellon Resources Inc.,CAD,TSXV,Common Stock
FA,Fountain Asset Corp,CAD,TSXV,Common Stock
FAIR,Fairchild Gold Corp.,CAD,TSXV,Common Stock
FAN,First Atlantic Nickel Corp.,CAD,TSXV,Common Stock
FARM,Deveron Corp,CAD,TSXV,Common Stock
FAS,First Andes Silver Ltd.,CAD,TSXV,Common Stock
FBF,Fab-Form Industries Ltd.,CAD,TSXV,Common Stock
FBR.H,Fibre-Crown Manufacturing Inc.,CAD,TSXV,Common Stock
FCA.U,Firm Capital Apartment Real Estate Investment Trust,USD,TSXV,REIT
FCA.UN,Firm Capital Apartment Real Estate Investment Trust,CAD,TSXV,REIT
FCI,First Canadian Graphite Inc.,CAD,TSXV,Common Stock
FCLI,Full Circle Lithium Corp.,CAD,TSXV,Common Stock
FCO.H,Fabled Silver Gold Corp.,CAD,TSXV,Common Stock
FDI,Findev Inc.,CAD,TSXV,Common Stock
FDR,Founders Metals Inc.,CAD,TSXV,Common Stock
FEO,Oceanic Iron Ore Corp.,CAD,TSXV,Common Stock
FEX,Fjordland Exploration Inc.,CAD,TSXV,Common Stock
FFC.PR.,Fife Capital Corp.,CAD,TSXV,Preferred Stock
FFP,Cons First Fund Inc.,CAD,TSXV,Common Stock
FFU,F3 Uranium Corp.,CAD,TSXV,Common Stock
FG,Falcon Gold Corp.,CAD,TSXV,Common Stock
FGCC.PR.,First and Goal Capital Corp.,CAD,TSXV,Common Stock
FGC.H,Frontline Gold Corporation,CAD,TSXV,Common Stock
FHR,Fiddlehead Resources Corp.,CAD,TSXV,Common Stock
FHYD,First Hydrogen Corp,CAD,TSXV,Common Stock
FIN,Grit Metals Corp.,CAD,TSXV,Common Stock
FINV.PR.,Faction Investment Group Corp.,CAD,TSXV,Common Stock
FINX,FinEx Metals Ltd.,CAD,TSXV,Common Stock
FISH,Sailfish Royalty Corp.,CAD,TSXV,Common Stock
FIVD.PR.,5D Acquisition Corp.,CAD,TSXV,Common Stock
FKM,Fokus Mining Corporation,CAD,TSXV,Common Stock
FL,Frontier Lithium Inc.,CAD,TSXV,Common Stock
FLCN,Falcon Energy Materials plc,CAD,TSXV,Common Stock
FLT,Volatus Aerospace Inc.,CAD,TSXV,Common Stock
FMAN,Freeman Gold Corp.,CAD,TSXV,Common Stock
FMM,Full Metal Minerals Ltd.,CAD,TSXV,Common Stock
FMN,Fidelity Minerals Corp.,CAD,TSXV,Common Stock
FMS,Focus Graphite Inc.,CAD,TSXV,Common Stock
FMT,Fuerte Metals Corp.,CAD,TSXV,Common Stock
FNC,Fancamp Exploration Ltd.,CAD,TSXV,Common Stock
FNM,First Nordic Metals Corp.,CAD,TSXV,Common Stock
FO,Falcon Oil & Gas Ltd.,CAD,TSXV,Common Stock
FOBI,Fobi AI Inc.,CAD,TSXV,Common Stock
FONC.PR.,Florence One Capital Inc.,CAD,TSXV,Common Stock
FOR,Fortune Bay Corp.,CAD,TSXV,Common Stock
FORT,Fort Technology Inc.,CAD,TSXV,Common Stock
FP,Fp Newspapers Inc.,CAD,TSXV,Common Stock
FPC,Falco Resources Ltd.,CAD,TSXV,Common Stock
FPX,Fpx Nickel Corp.,CAD,TSXV,Common Stock
FRAS.PR.,FRASER BIG SKY CAPITAL CORP,CAD,TSXV,Common Stock
FRED,Fredonia Mining Inc.,CAD,TSXV,Common Stock
FREQ,Frequency Exchange Corp,CAD,TSXV,Common Stock
FRI,Freeport Resources Inc.,CAD,TSXV,Common Stock
FRNT,Front Financial Inc.,CAD,TSXV,Common Stock
FRSH,The Fresh Factory B.C. Ltd.,CAD,TSXV,Common Stock
FTEC,Fintech Select Ltd.,CAD,TSXV,Common Stock
FTI,FTI Foodtech International Inc.,CAD,TSXV,Common Stock
FTJ,Fort St. James Nickel Corp.,CAD,TSXV,Common Stock
FTRC,The FUTR Corporation,CAD,TSXV,Common Stock
FTUR,Future Fuels Inc.,CAD,TSXV,Common Stock
FTZ,Fitzroy Minerals Inc.,CAD,TSXV,Common Stock
FUN.PR.,Fountainhall Capital Corp.,CAD,TSXV,Preferred Stock
FUSE,Fuse Battery Metals Inc.,CAD,TSXV,Common Stock
FUU,F3 Uranium Corp.,CAD,TSXV,Common Stock
FV.H,Firestone Ventures Inc.,CAD,TSXV,Common Stock
FW,Flow Capital Corp,CAD,TSXV,Common Stock
FWTC,Forward Water Technologies Corp.,CAD,TSXV,Common Stock
FWZ,Fireweed Metals Corp,CAD,TSXV,Common Stock
FYL,Finlay Minerals Ltd.,CAD,TSXV,Common Stock
GAL,Galantas Gold Corporation,CAD,TSXV,Common Stock
GAMA,Gamma Resources Ltd.,CAD,TSXV,Common Stock
GAR.H,Green Arrow Resources Inc,CAD,TSXV,Common Stock
GASX,NG Energy International Corp.,CAD,TSXV,Common Stock
GBML,Global Battery Metals Ltd.,CAD,TSXV,Common Stock
GBU,Gabriel Resources Ltd.,CAD,TSXV,Common Stock
GCCC.H,GCC Global Capital Corporation,CAD,TSXV,Common Stock
GCN,Goldcliff Resources Corporation,CAD,TSXV,Common Stock
GCOM,Green Shift Commodities Ltd.,CAD,TSXV,Common Stock
GCV.PR.,GOLDEN STAR CAPITAL VENTURES IN,CAD,TSXV,Common Stock
GDP,Golden Pursuit Resources Ltd.,CAD,TSXV,Common Stock
GDX,Goldex Resources Corp,CAD,TSXV,Common Stock
GEL,Graphano Energy Ltd.,CAD,TSXV,Common Stock
GEMC,Global Energy Metals Corp.,CAD,TSXV,Common Stock
GEN,Generation Uranium Inc.,CAD,TSXV,Common Stock
GENX,Genix Pharmaceuticals Corp.,CAD,TSXV,Common Stock
GER,Glen Eagle Resources Inc.,CAD,TSXV,Common Stock
GFG,GFG Resources Inc.,CAD,TSXV,Common Stock
GFM.H,GFM Resources Limited,CAD,TSXV,Common Stock
GFOR.PR.,Good2Go4 Corp.,CAD,TSXV,Common Stock
GG,Golconda Gold Ltd.,CAD,TSXV,Common Stock
GGA,Goldgroup Mining Inc.,CAD,TSXV,Common Stock
GGAU,Galactic Gold Corp.,CAD,TSXV,Common Stock
GGI,Garibaldi Resources Corp.,CAD,TSXV,Common Stock
GGL,GGL Resources Corp.,CAD,TSXV,Common Stock
GGM,Granada Gold Mine Inc.,CAD,TSXV,Common Stock
GGO,Galleon Gold Corp,CAD,TSXV,Common Stock
GGX,Ggx Gold Corp.,CAD,TSXV,Common Stock
GHL,Goldhills Holding Ltd.,CAD,TSXV,Common Stock
GHR.H,Golden Harp Resources Inc.,CAD,TSXV,Common Stock
GHRT,Greenheart Gold Inc.,CAD,TSXV,Common Stock
GIG,XAU Resources Inc.,CAD,TSXV,Common Stock
GIGA,Giga Metals Corporation,CAD,TSXV,Common Stock
GIII,ReGen III Corp.,CAD,TSXV,Common Stock
GIP,Green Impact Partners Inc.,CAD,TSXV,Common Stock
GKO,Geekco Technologies Corporation,CAD,TSXV,Common Stock
GLAD,Gladiator Metals Corp.,CAD,TSXV,Common Stock
GLB,Goldbank Mining Corporation,CAD,TSXV,Common Stock
GLD,Gold Finder Resources Ltd.,CAD,TSXV,Common Stock
GLDC,Cassiar Gold Corp.,CAD,TSXV,Common Stock
GLDN,Golden Ridge Resources Ltd.,CAD,TSXV,Common Stock
GLI,Glacier Lake Resources Inc.,CAD,TSXV,Common Stock
GMA,Geomega Resources Inc.,CAD,TSXV,Common Stock
GMG,Graphene Manufacturing Group Ltd.,CAD,TSXV,Common Stock
GMI,Green Mining Innovation Inc.,CAD,TSXV,Common Stock
GMV,Gmv Minerals Inc.,CAD,TSXV,Common Stock
GNG,Golden Goliath Resources Ltd.,CAD,TSXV,Common Stock
GNT.H,Gentor Resources Inc.,CAD,TSXV,Common Stock
GOFL,Goldflare Exploration Inc.,CAD,TSXV,Common Stock
GOK,Ginsms Inc.,CAD,TSXV,Common Stock
GOOD,Good Gamer Entertainment Inc.,CAD,TSXV,Common Stock
GOP.H,Gourmet Ocean Products Inc.,CAD,TSXV,Common Stock
GOT,Goliath Resources Ltd.,CAD,TSXV,Common Stock
GOWC.PR.,Can-Gow Capital Inc.,CAD,TSXV,Common Stock
GPAC,Great Pacific Gold Corp.,CAD,TSXV,Common Stock
GPCC.PR.,Green Panda Capital Corp.,CAD,TSXV,Preferred Stock
GPG,Grande Portage Resources Ltd.,CAD,TSXV,Common Stock
GPH,Graphite One Inc.,CAD,TSXV,Common Stock
GPH.WT,GPH.WT,CAD,TSXV,Common Stock
GPM,GPM Metals Inc.,CAD,TSXV,Common Stock
GPS,Great Plains Metals Corp.,CAD,TSXV,Common Stock
GPUS,Alset AI Ventures Inc.,CAD,TSXV,Common Stock
GQ,Great Quest Gold Ltd.,CAD,TSXV,Common Stock
GQC,GoldQuest Mining Corp.,CAD,TSXV,Common Stock
GR,Great Atlantic Resources Corp.,CAD,TSXV,Common Stock
GRAT,Gratomic Inc.,CAD,TSXV,Common Stock
GRB,Greenbriar Sustainable Living Inc.,CAD,TSXV,Common Stock
GRD,Grounded Lithium Corp.,CAD,TSXV,Common Stock
GRDM,Grid Metals Corp.,CAD,TSXV,Common Stock
GRF,Green Rise Foods Inc.,CAD,TSXV,Common Stock
GRG,Golden Arrow Resources Corporation,CAD,TSXV,Common Stock
GRI,Galore Resources Inc.,CAD,TSXV,Common Stock
GRL,GreenLight Metals Inc.,CAD,TSXV,Common Stock
GRSL,Gr Silver Mining Ltd.,CAD,TSXV,Common Stock
GRVA.PR.,Grosvenor CPC I Inc.,CAD,TSXV,Common Stock
GRZ,Gold Reserve Ltd.,CAD,TSXV,Common Stock
GSD,Devonian Health Group Inc.,CAD,TSXV,Common Stock
GSI,Gatekeeper Systems Inc.,CAD,TSXV,Common Stock
GSKR,Goldsky Resources Corp.,CAD,TSXV,Common Stock
GSP,Gensource Potash Corp.,CAD,TSXV,Common Stock
GSPR,GSP Resource Corp,CAD,TSXV,Common Stock
GSR,Gold Strike Resources Corp.,CAD,TSXV,Common Stock
GSS,Gossan Resources Limited,CAD,TSXV,Common Stock
GST,Gold Strategy Inc.,CAD,TSXV,Common Stock
GSTM,Goldstorm Metals Corp.,CAD,TSXV,Common Stock
GSVR,Guanajuato Silver Company Ltd.,CAD,TSXV,Common Stock
GT,Gt Resources Inc.,CAD,TSXV,Common Stock
GTC,Getty Copper Inc.,CAD,TSXV,Common Stock
GTD.H,Gstaad Capital Corp.,CAD,TSXV,Common Stock
GTM.PR.,G2M Cap Corp.,CAD,TSXV,Common Stock
GUF,Gulf & Pacific Equities Corp.,CAD,TSXV,Common Stock
GUG,Gungnir Resources Inc.,CAD,TSXV,Common Stock
GUN,Gunpoint Exploration Ltd.,CAD,TSXV,Common Stock
GVR,Grosvenor Resource Corp,CAD,TSXV,Common Stock
GWM,Galway Metals Inc.,CAD,TSXV,Common Stock
GX,Guardian Exploration Inc.,CAD,TSXV,Common Stock
GXX,Gold Basin Resources Corp.,CAD,TSXV,Common Stock
GXY.PR.,Galaxy Ventures Inc.,CAD,TSXV,Common Stock
GYA,Guyana Goldstrike Inc.,CAD,TSXV,Common Stock
GZD,Grizzly Discoveries Inc.,CAD,TSXV,Common Stock
HAM,Highwood Asset Management Ltd.,CAD,TSXV,Common Stock
HAN,Hannan Metals Ltd.,CAD,TSXV,Common Stock
HANS,Hanstone Gold Corp.,CAD,TSXV,Common Stock
HAPB,Hapbee Technologies Inc.,CAD,TSXV,Common Stock
HAR,Harfang Exploration Inc.,CAD,TSXV,Common Stock
HART,Gold Hart Copper Corp.,CAD,TSXV,Common Stock
HASH,Simply Solventless Concentrates Inc.,CAD,TSXV,Common Stock
HAWK,Hawkeye Gold & Diamond Inc.,CAD,TSXV,Common Stock
HAW.PR.,HAW Capital 2 Corp.,CAD,TSXV,Common Stock
HAY,Hayasa Metals Inc.,CAD,TSXV,Common Stock
HC,Hypercharge Networks Corp.,CAD,TSXV,Common Stock
HCC.H,Hanna Capital Corp.,CAD,TSXV,Common Stock
HCH,Hot Chili Limited,CAD,TSXV,Common Stock
HCM.H,Highcliff Metals Corp.,CAD,TSXV,Common Stock
HCO.PR.,Hansco Capital Corp.,CAD,TSXV,Common Stock
HDRO,Primary Hydrogen Corp.,CAD,TSXV,Common Stock
HEC.PR.,Haviland Enviro Corp.,CAD,TSXV,Common Stock
HELI,First Helium Inc.,CAD,TSXV,Common Stock
HEM,Hemostemix Inc.,CAD,TSXV,Common Stock
HEMP,Hempalta Corp.,CAD,TSXV,Common Stock
HEVI,Helium Evolution Inc.,CAD,TSXV,Common Stock
HFC,Hampton Financial Corp.,CAD,TSXV,Common Stock
HHH,Helius Minerals Ltd,CAD,TSXV,Common Stock
HI,Highland Copper Company Inc.,CAD,TSXV,Common Stock
HIDE,HydaWay Digital Corp.,CAD,TSXV,Common Stock
HILL,Hill Street Beverage Co. Inc.,CAD,TSXV,Common Stock
HITI,High Tide Inc.,CAD,TSXV,Common Stock
HIVE,Hive Digital Technologies Ltd.,CAD,TSXV,Common Stock
HLU,Homeland Uranium Corp.,CAD,TSXV,Common Stock
HMCC.PR.,High Mountain 2 Capital Corporation,CAD,TSXV,Preferred Stock
HME,Hemisphere Energy Corp,CAD,TSXV,Common Stock
HMMC,Hemlo Mining Corp.,CAD,TSXV,Common Stock
HMR,Homerun Resources Inc.,CAD,TSXV,Common Stock
HMT,Halmont Properties Corporation,CAD,TSXV,Common Stock
HOH,High Arctic Energy Services Inc.,CAD,TSXV,Common Stock
HO.PR.,H2 Ventures 1 Inc.,CAD,TSXV,Common Stock
HPL,Horizon Petroleum Ltd.,CAD,TSXV,Common Stock
HPM,Halcones Precious Metals Corp.,CAD,TSXV,Common Stock
HPQ,Hp Inc.,CAD,TSXV,Common Stock
HPY,Happy Creek Minerals Ltd.,CAD,TSXV,Common Stock
HRC.PR.,Hoshi Resource Corp.,CAD,TSXV,Common Stock
HRE.H,Stans Energy Corp.,CAD,TSXV,Common Stock
HSTR,Heliostar Metals Ltd.,CAD,TSXV,Common Stock
HVG,Harvest Gold Corporation,CAD,TSXV,Common Stock
HWY,Highway 50 Gold Corp,CAD,TSXV,Common Stock
HXC.H,HFX Holding Corp.,CAD,TSXV,Common Stock
IB,Ibc Advanced Alloys Corp,CAD,TSXV,Common Stock
IBAT,International Battery Metals Ltd.,CAD,TSXV,Common Stock
IBC.H,International Bethlehem Mining Corp.,CAD,TSXV,Common Stock
IBO,Universal Ibogaine Inc.,CAD,TSXV,Common Stock
ICGH,IC Group Holdings Inc. Common Stock,CAD,TSXV,Common Stock
ICM,Iconic Minerals Ltd.,CAD,TSXV,Common Stock
ICON,International Iconic Gold Exploration Corp.,CAD,TSXV,Common Stock
ICRS,Icarus Capital Corp.,CAD,TSXV,Common Stock
ICWY.PR.,ICWHY Capital Ventures Inc.,CAD,TSXV,Common Stock
ID,Secure Blockchain Development Corp.,CAD,TSXV,Common Stock
IDEX,IDEX Metals Corp.,CAD,TSXV,Common Stock
IDI.H,Indico Resources Ltd.,CAD,TSXV,Common Stock
IDL,Imaging Dynamics Company Ltd.,CAD,TSXV,Common Stock
IEI,Imperial Equities Inc.,CAD,TSXV,Common Stock
IFOS,Itafos Inc.,CAD,TSXV,Common Stock
IFR,International Frontier Resources Corporation,CAD,TSXV,Common Stock
IFX,Imaflex Inc.,CAD,TSXV,Common Stock
IGO,Independence Gold Corp.,CAD,TSXV,Common Stock
ILC,ILC Critical Minerals Ltd.,CAD,TSXV,Common Stock
ILI,Imagine Lithium Inc.,CAD,TSXV,Common Stock
IMC,Ibero Mining Corp.,CAD,TSXV,Common Stock
IMI,Ironman International Ltd.,CAD,TSXV,Common Stock
IMM,International Metals Mining Corp.,CAD,TSXV,Common Stock
IMPT,Impact Development Group Inc.,CAD,TSXV,Common Stock
IMR,Imetal Resources Inc.,CAD,TSXV,Common Stock
IN,Infield Minerals Corp.,CAD,TSXV,Common Stock
INEO,Ineo Tech Corp.,CAD,TSXV,Common Stock
INFI,Infinitum Copper Corp.,CAD,TSXV,Common Stock
INFM,Infinico Metals Corp.,CAD,TSXV,Common Stock
INIK,Ionik Corporation,CAD,TSXV,Common Stock
INTR,Intrepid Metals Corp.,CAD,TSXV,Common Stock
INX,Intouch Insight Ltd.,CAD,TSXV,Common Stock
ION,Lithium Ion Energy Ltd.,CAD,TSXV,Common Stock
IOT,Innovotech Inc.,CAD,TSXV,Common Stock
IPD,International Parkside Products Inc.,CAD,TSXV,Common Stock
IPT,Impact Silver Corp.,CAD,TSXV,Common Stock
IQ,AirIQ Inc.,CAD,TSXV,Common Stock
IRI,Iemr Resources Inc.,CAD,TSXV,Common Stock
IRO,Inter-Rock Minerals Inc.,CAD,TSXV,Common Stock
ISGI,InsuraGuest Technologies Inc.,CAD,TSXV,Common Stock
ISO,IsoEnergy Ltd,CAD,TSXV,Common Stock
ITG.H,Intact Gold Corp.,CAD,TSXV,Common Stock
ITR,Integra Resources Corp.,CAD,TSXV,Common Stock
IVC.H,Interconnect Ventures Corporation,CAD,TSXV,Common Stock
IVS,Inventus Mining Corp.,CAD,TSXV,Common Stock
IVX,Inventronics Ltd.,CAD,TSXV,Common Stock
IZ,International Zeolite Corp.,CAD,TSXV,Common Stock
IZN,InZinc Mining Ltd,CAD,TSXV,Common Stock
IZZ,International Prospect Ventures Ltd.,CAD,TSXV,Common Stock
JAB.PR.,Jabbo Capital Corp.,CAD,TSXV,Preferred Stock
JADE,Jade Leader Corp.,CAD,TSXV,Common Stock
JAEG.H,Jaeger Resources Corp.,CAD,TSXV,Common Stock
JAX,Jaxon Mining Inc.,CAD,TSXV,Common Stock
JCI.H,JM Capital II Corp.,CAD,TSXV,Common Stock
JDN,Jayden Resources Inc.,CAD,TSXV,Common Stock
JEC,Jura Energy Corporation,CAD,TSXV,Common Stock
JES.PR.,Jesmond Capital Ltd.,CAD,TSXV,Preferred Stock
JEV,Jericho Energy Ventures Inc.,CAD,TSXV,Common Stock
JG,Japan Gold Corp,CAD,TSXV,Common Stock
JHC,Jinhua Capital Corp.,CAD,TSXV,Common Stock
JJ,Jackpot Digital Inc.,CAD,TSXV,Common Stock
JJJJ,J4 Ventures Resources Corp.,CAD,TSXV,Common Stock
JJJJ.PR.,J4 Ventures Inc.,CAD,TSXV,Preferred Stock
JNH,Jack Nathan Medical Corp.,CAD,TSXV,Common Stock
JTC,Jemtec Inc.,CAD,TSXV,Common Stock
JTWO,J2 Metals Inc.,CAD,TSXV,Common Stock
JUGR,Juggernaut Exploration Ltd.,CAD,TSXV,Common Stock
JUMP,Leveljump Healthcare Corp.,CAD,TSXV,Common Stock
JVR.PR.,JVR Ventures Inc.,CAD,TSXV,Common Stock
JZR,JZR Gold Inc.,CAD,TSXV,Common Stock
KAC.PR.,Kalon Acquisition Corp.,CAD,TSXV,Common Stock
KALM.PR.,Kalma Capital Corp.,CAD,TSXV,Common Stock
KALO,Kalo Gold Corp.,CAD,TSXV,Common Stock
KAPA,Kapa Gold Inc.,CAD,TSXV,Common Stock
KBRA,Kubera Gold Corp.,CAD,TSXV,Common Stock
KC,Kutcho Copper Corp,CAD,TSXV,Common Stock
KCC,Kincora Copper Limited,CAD,TSXV,Common Stock
KCP,King Copper Discovery Corp.,CAD,TSXV,Common Stock
KDA,Kda Group Inc.,CAD,TSXV,Common Stock
KDK,Kodiak Copper Corp.,CAD,TSXV,Common Stock
KDOZ,Kidoz Inc.,CAD,TSXV,Common Stock
KDSX,Kadestone Capital Corp.,CAD,TSXV,Common Stock
KEEK,Keek Social Inc.,CAD,TSXV,Common Stock
KEN.H,Kenadyr Metals Corp.,CAD,TSXV,Common Stock
KEON.H,Keon Capital Inc.,CAD,TSXV,Common Stock
KFR,Kingfisher Metals Corp.,CAD,TSXV,Common Stock
KG,Klondike Gold Corp.,CAD,TSXV,Common Stock
KGC,Kestrel Gold Inc.,CAD,TSXV,Common Stock
KGL.H,KGL Resources Limited,CAD,TSXV,Common Stock
KGS,Kingman Minerals Ltd.,CAD,TSXV,Common Stock
KIB,Kiboko Gold Inc.,CAD,TSXV,Common Stock
KING,King Global Ventures Inc,CAD,TSXV,Common Stock
KIP,Kiplin Metals Inc.,CAD,TSXV,Common Stock
KKL.PR.,Kelly Ventures Ltd.,CAD,TSXV,Common Stock
KLD,Kenorland Minerals Ltd.,CAD,TSXV,Common Stock
KLDC,Kirkland Lake Discoveries Corp.,CAD,TSXV,Common Stock
KLE.H,Kingsland Energy Corp.,CAD,TSXV,Common Stock
KLM,Kermode Resources Ltd.,CAD,TSXV,Common Stock
KLX,Carbon Done Right Development LLC,CAD,TSXV,Common Stock
KMC.H,KMT Hansa Corp.,CAD,TSXV,Common Stock
KNC,Americore Resources Corp.,CAD,TSXV,Common Stock
KNE,Kane Biotech Inc.,CAD,TSXV,Common Stock
KNG,Kingsmen Resources Ltd.,CAD,TSXV,Common Stock
KNOX,Vault Strategic Mining Corp.,CAD,TSXV,Common Stock
KORE,Kore Mining Ltd.,CAD,TSXV,Common Stock
KOVO,Kovo Holdings Inc.,CAD,TSXV,Common Stock
KPEN.PR.,KP3993 RESOURCES INC,CAD,TSXV,Common Stock
KRI,Kobo Resources Inc.,CAD,TSXV,Common Stock
KRY,Koryx Copper Inc.,CAD,TSXV,Common Stock
KS,Klondike Silver Corp.,CAD,TSXV,Common Stock
KSM,Kirkstone Metals Corp.,CAD,TSXV,Common Stock
KTN,Kootenay Silver Inc.,CAD,TSXV,Common Stock
KTO,K2 Gold Corp.,CAD,TSXV,Common Stock
KTR,Auryn Mining Corporation,CAD,TSXV,Common Stock
KTRI,Kootenay Resources Inc.,CAD,TSXV,Common Stock
KUAI.PR.,Kua Investments Inc.,CAD,TSXV,Common Stock
KUR.H,"Kure Technologies, Inc.",CAD,TSXV,Common Stock
KYS.H,Kaymus Resources Inc.,CAD,TSXV,Common Stock
LA,Los Andes Copper Ltd.,CAD,TSXV,Common Stock
LAB,Labrador Gold Corp,CAD,TSXV,Common Stock
LBI,Lions Bay Capital Inc.,CAD,TSXV,Common Stock
LBNK,LithiumBank Resources Corp.,CAD,TSXV,Common Stock
LCE,Century Lithium Corp.,CAD,TSXV,Common Stock
LCX,Lycos Energy Inc.,CAD,TSXV,Common Stock
LDB.PR.,LDB Capital Corp.,CAD,TSXV,Common Stock
LEAP,Quantum Critical Metals Corp.,CAD,TSXV,Common Stock
LEGY,Legacy Gold Mines Ltd.,CAD,TSXV,Common Stock
LEM,Leading Edge Materials Corp.,CAD,TSXV,Common Stock
